software,Wireless,8,5.6631902114543875
Wireless,dvd,8,11.799393575135667
dvd,burner,6,4.861732615931144
burner,added,5,4.739658746016549
added,extra,5,2.8938697963374755
extra,cost,5,7.288412412382876
cost,Apple,5,2.7134427645364805
Apple,targeting,8,10.953593664433326
targeting,people,8,6.606812589499883
people,already,7,7.049684966257983
already,main,6,4.355976058045163
main,computer,7,9.2083125978663
computer,want,7,8.673277651708256
want,upgrade,6,5.389385964890993
upgrade,especially,8,11.612116058803014
especially,PC,10,7.0593663582209345
PC,users,5,6.31333143495136
users,used,2,1.2329558647663525
used,Apple,5,4.901043569058901
Apple,iPod,5,4.418316307235127
iPod,Compact,7,6.961693619203569
Compact,stylish,7,10.079882566805564
stylish,Mac,7,8.050197212868172
Mac,mini,4,5.763288749264497
mini,would,5,2.6651616651448347
would,look,4,4.176536368677234
look,place,4,5.532253707160962
place,home,4,2.129764509320813
home,Apple,4,3.8362014280619645
Apple,computers,7,7.712992065404232
computers,famously,7,9.332862428483912
famously,user,6,8.269741972647843
user,friendly,7,10.180677759031067
friendly,offer,7,9.599300813664053
offer,much,5,4.894573691609754
much,better,6,3.0748636644226313
better,network,4,4.994347707342211
network,security,7,8.335275736025697
security,means,7,7.63130810646292
means,fewer,4,4.435033514392934
fewer,viruses,6,8.705494364566547
viruses,The,6,5.220548957572988
The,package,6,6.798376170713626
package,software,6,5.471885426659806
software,comes,7,6.675038777144977
comes,machine,6,6.508527490217366
machine,best,7,5.704094218101017
best,money,5,3.704537018415407
money,buy,4,4.042982540523676
buy,The,3,2.9414031401490512
The,Mac,3,4.481767137155632
Mac,mini,4,3.288951336718803
mini,box,4,3.483533013228687
box,If,3,2.1370135364852922
If,already,7,5.989965890583816
already,monitor,7,8.135903995861781
monitor,etc,6,3.786193009086951
etc,adding,6,8.321434164040976
adding,package,6,5.259320994514563
package,sees,7,7.341651509382751
sees,value,5,5.192557373003138
value,money,5,6.5387247278000125
money,begin,5,2.913325587613032
begin,dwindle,6,8.843283555042852
dwindle,Macs,7,9.419758686118168
Macs,offer,5,3.8095899607212464
offer,upgrade,7,3.881986543587404
upgrade,flexibility,11,8.199849604939928
flexibility,PC,11,6.896674671244203
PC,machine,7,10.426486740387773
machine,specifications,11,11.217692882009656
specifications,lack,13,6.872771911101392
lack,horse,5,3.12406968361245
horse,power,4,3.8027297433616143
power,tasks,5,3.430186129668959
tasks,video,5,3.8021491368673175
video,editing,6,8.309105238888742
editing,games,7,3.9460598931913875
games,The,4,5.368877509678861
The,Mac,3,2.726470525343346
Mac,Mini,3,3.7359362462185937
Mini,puts,4,2.737296920884799
puts,Macintosh,7,5.814051768612373
Macintosh,within,7,3.541457150719172
within,reach,6,4.8135595471025585
reach,everyone,7,6.378790521429371
everyone,Apple,7,4.061531354737673
Apple,spokesman,7,4.382660712224849
spokesman,said,8,6.200503785365534
said,It,4,3.996848817347189
It,bring,5,6.126595415557201
bring,customers,9,7.706454182773637
customers,platform,7,8.567644109667894
platform,especially,9,6.6210194803035005
especially,PC,10,7.63615399074737
PC,users,5,6.605223925532717
users,owners,3,3.0375015622458106
owners,An,5,5.276888567407938
An,machine,6,3.289973107299886
machine,designed,6,3.127826320165614
designed,basic,6,8.506535319317477
basic,home,5,4.399422205447471
home,use,3,3.259460353217876
use,A,3,3.786628289388447
A,Intel,5,5.972810994373784
Intel,Celeron,6,3.968616586757588
Celeron,chip,7,8.99721036839986
chip,gigabyte,8,7.871183439788595
gigabyte,hard,7,6.928540156927729
hard,drive,5,5.955410082291335
drive,combined,6,6.2232383837565965
combined,CD,8,6.931323727673297
CD,player,6,5.511663372190167
player,It,6,3.194866472181927
It,comes,5,4.083235009268685
comes,equipped,7,5.77424700985052
equipped,inch,7,8.477586655413893
inch,monitor,6,4.838927417984364
monitor,keyboard,7,8.900329918554469
keyboard,mouse,7,4.344591420682387
mouse,The,4,2.654586069580159
The,machine,5,6.095654128827823
machine,USB,7,5.269618021834703
USB,ports,5,4.102067215520135
ports,Ethernet,7,8.37015997193595
Ethernet,port,6,4.803079071286936
port,broadband,8,8.645254441202761
broadband,connection,10,13.530818637186638
connection,There,9,5.328502222073334
There,also,5,3.1185911139396794
also,port,4,2.194185196971151
port,standard,7,4.129542636668881
standard,video,7,5.781474697841372
video,output,6,3.320898610315005
output,The,6,3.4520062357493733
The,machine,5,3.5643503014884823
machine,comes,6,3.2064775940164516
comes,Windows,6,7.934502780156064
Windows,XP,7,6.070735049561853
XP,home,4,4.62114256549985
home,edition,7,8.77640355915925
edition,It,6,6.725649975330486
It,provides,8,9.883144452218456
provides,basic,7,8.234317372054095
basic,home,5,6.5826253265686425
home,tools,4,3.540560801096002
tools,media,5,4.289255238449371
media,player,6,5.100868486203435
player,word,6,4.229743250897567
word,processor,8,6.645602672379292
processor,A,9,6.197381613883222
A,DVD,3,2.277057187583094
DVD,burner,6,7.223729492474617
burner,wireless,6,3.8704144539291496
wireless,components,8,5.088462676365685
components,built,9,7.523106730180119
built,Wireless,7,10.490015896502594
Wireless,dvd,8,10.319993859014309
dvd,burner,6,5.624917148601344
burner,added,5,6.167129262459758
added,extra,5,5.154174818821099
extra,cost,5,3.623286551180594
cost,Homes,4,5.27740658212164
Homes,small,5,5.989928806193089
small,offices,7,9.25449255889141
offices,including,9,11.602051610599315
including,looking,6,4.294510091628407
looking,add,7,9.73061298986827
add,low,3,2.895656749329406
low,cost,3,2.1434061853151674
cost,second,4,3.9677866760762814
second,computer,8,10.179429975963792
computer,Cost,6,5.684515255888322
Cost,clear,5,4.75492030211226
clear,advantage,8,4.814055340375246
advantage,The,8,4.575363722379598
The,Dell,4,5.223151256736916
Dell,provides,8,11.002700623202038
provides,enough,7,7.1755615768446965
enough,power,5,4.84749772139655
power,software,5,2.600678042736324
software,basic,8,5.80805428808671
basic,gaming,4,2.5133583136173603
gaming,internet,7,7.181394387851209
internet,surfing,7,4.45107798207453
surfing,It,7,9.336278486380197
It,easily,6,6.698346519257375
easily,upgradeable,9,10.786421938889022
upgradeable,bigger,9,8.541913894881018
bigger,hard,6,7.165966938913918
hard,drive,5,7.023999009572785
drive,better,5,7.266424925332377
better,sound,6,5.067714701162131
sound,graphics,8,10.519798681404632
graphics,cards,6,7.000203247039162
cards,added,4,2.342374107400824
added,The,4,2.831956099149054
The,Dell,4,2.510427773912125
Dell,hardly,5,4.754175564611382
hardly,stylish,7,3.5837169110693665
stylish,hard,7,5.8413853184425495
hard,drive,5,5.860308565223842
drive,small,5,6.693916851705869
small,size,4,2.5377824785066116
size,anyone,5,4.2120692465004685
anyone,wanting,4,2.5212122603940106
wanting,store,6,5.812350605413651
store,photos,5,3.6239190279330864
photos,decent,6,8.557393097354284
decent,sized,5,5.085202368522131
sized,digital,6,3.852565505089526
digital,music,6,4.325248675521966
music,collection,9,5.286514149018122
collection,This,9,5.702011563660401
This,machine,5,4.586748689252336
machine,small,6,5.857142358870899
small,businesses,9,11.569635194358742
businesses,people,9,12.998508420663196
people,want,6,7.474647686365424
want,second,5,7.107099090895475
second,computer,8,10.86778470431963
computer,basic,8,6.200850274889473
basic,home,5,7.411649853476214
home,use,3,4.238813403794735
use,perhaps,7,8.503827691962748
perhaps,kids,6,7.274656120373139
kids,bedroom,6,3.9713589492139922
bedroom,spokesman,8,7.735695444015833
spokesman,Dell,8,8.758244124313205
Dell,said,4,2.919336856189708
said,I,4,3.579182251215466
I,think,5,3.6988199124084438
think,offer,5,5.476739649617626
offer,better,4,2.2210297458165593
better,value,5,6.292871699095746
value,realise,4,3.4817103481403917
realise,extras,6,8.647185162426364
extras,needed,6,6.1106084506502185
needed,Mac,6,4.5550099855049275
Mac,Mini,3,2.1455478241302206
Mini,A,4,5.324920515412998
A,desktop,7,9.19809782000748
desktop,computer,7,7.22342651507228
computer,PC,8,4.629284324052741
PC,Pro,2,2.1067090387534826
Pro,magazine,8,5.165835261372165
magazine,dubbed,8,11.39406499155486
dubbed,best,5,2.941165219623451
best,performer,8,4.763165973268713
performer,group,7,9.239900614675957
group,test,5,7.236341299780506
test,machines,7,4.877542245761829
machines,cost,7,9.405433963255655
cost,including,8,10.756302572334661
including,VAT,9,8.828244669678735
VAT,A,2,2.806029275211031
A,good,4,4.703048889215385
good,basic,5,3.5712272132522385
basic,PC,5,6.001529109524009
PC,according,9,11.292249957940532
according,PC,9,7.883735293521189
PC,Pro,2,2.8905841590809263
Pro,superb,5,6.61518284931461
superb,upgrade,5,4.748265445050267
upgrade,potential,9,9.638779226255918
potential,For,8,8.2506274294437
For,money,4,5.832435125446941
money,get,4,2.627493628966055
get,AMD,3,1.8808057128704279
AMD,Sempron,7,6.01071712853053
Sempron,processor,8,7.491751442799556
processor,Ram,9,11.367215185825353
Ram,hard,3,2.6893036443922385
hard,drive,5,5.417485033567512
drive,DVD,5,7.00992081665847
DVD,writer,6,6.987535092895224
writer,monitor,4,3.6200261289148683
monitor,mouse,5,4.1885678166655245
mouse,keyboard,7,8.11829574760376
keyboard,Windows,7,8.573098277288858
Windows,Much,7,8.452195812622316
Much,basics,5,5.162685902559886
basics,It,6,3.4952513157283414
It,handle,6,4.543807547606933
handle,graphics,7,6.545837178557945
graphics,Firewire,7,10.245179308011735
Firewire,slots,8,5.834990165794717
slots,Those,4,2.566124230529467
Those,limited,6,3.775397870608812
limited,budget,6,3.635927046964564
budget,want,5,2.9201245741295723
want,machine,5,4.68027757461297
machine,add,6,8.014990411064325
add,improve,7,5.446560743237035
improve,cash,7,3.9023449449435508
cash,allows,6,6.805326564271895
allows,It,6,6.443235324659649
It,cheap,5,3.5390641034130756
cheap,plenty,5,3.6761028116624517
plenty,room,6,6.312538401274794
room,improve,5,4.643073582745219
improve,could,7,8.626850907656632
could,end,4,3.4155462069534597
end,making,5,5.127757157733802
making,expensive,8,4.798626317320291
expensive,long,8,7.6980416211265315
long,run,3,2.0932012266587163
run,It,3,1.9998997089963568
It,good,4,3.1789034377682945
good,basic,5,4.776338347546428
basic,workhorse,9,11.530391505127792
workhorse,It,9,11.264752975225644
It,pretty,5,4.728603791229294
pretty,monitor,6,6.013655221105923
monitor,rather,6,4.074837388480811
rather,display,7,7.675938149574447
display,Some,7,9.779495516322147
Some,upgrades,7,6.354730135283239
upgrades,offered,7,9.033952730493574
offered,JAL,7,6.351245579255856
JAL,basic,5,6.923724807639617
basic,model,5,4.238738284070946
model,pricey,5,6.116740352763724
pricey,You,6,7.871876167192989
You,might,5,4.465821879464386
might,find,4,2.3074516820855884
find,want,3,4.1376350099514
want,chop,4,2.809815062483536
chop,change,4,4.959763289190416
change,quite,5,3.489484722949623
quite,quickly,4,2.3655551695857158
quickly,Nick,4,2.3591659633122437
Nick,Ross,4,4.279307189016049
Ross,deputy,6,5.401888494634695
deputy,labs,6,6.259707348739183
labs,editor,6,3.680833687410587
editor,PC,6,3.7266806795566936
PC,Pro,2,1.2377488794956442
Pro,said,4,5.228787127539628
said,important,8,5.3647250001857385
important,point,5,6.825521094748942
point,buying,4,3.1525626282916153
buying,cheap,6,7.043743473240454
cheap,cheerful,5,4.488849555799658
cheerful,PC,8,11.84650662653599
PC,upgrade,7,7.358236316788452
upgrade,path,5,3.3476792147281107
path,Interest,7,3.750836199976181
Interest,switched,7,9.574175121459735
switched,processor,9,12.025066177528318
processor,power,5,6.91716575350649
power,graphics,7,9.28442662870925
graphics,sound,8,10.639349955766638
sound,cards,5,5.0594681225713956
cards,makes,3,3.383254166784076
makes,difference,9,8.79632704785918
difference,games,9,8.396749451023313
games,Even,4,5.41830993106589
Even,manufacturers,12,11.80740364079994
manufacturers,going,13,14.935393541872353
going,marketing,6,4.463239233517145
marketing,machines,6,6.0406502227466135
machines,faster,6,7.384397938119921
faster,said,5,6.409141665609996
said,emphasise,7,8.339087184646536
emphasise,different,9,10.6121985431197
different,features,7,8.97958286935223
features,A,8,4.234087029090439
A,computer,8,8.459833932859498
computer,built,7,9.578940957959013
built,bits,3,4.432309260851814
bits,buy,3,3.9620120612928087
buy,put,2,2.57874090581865
put,together,7,5.243008202762974
together,A,8,10.274693984294066
A,surprisingly,12,10.412977101935677
surprisingly,good,12,8.764534579319932
good,PC,4,3.4513969113313845
PC,sporting,8,7.878396390797042
sporting,AMD,8,7.80144436161469
AMD,Athlon,5,5.56516705821111
Athlon,XP,6,8.644857033317933
XP,processor,9,11.61956574447414
processor,megabytes,9,8.735901584718192
megabytes,Ram,8,4.134134865639638
Ram,graphics,7,6.299957979846193
graphics,card,7,9.014410402379161
card,Ram,3,1.8780927257027615
Ram,board,4,4.281784814103652
board,plus,5,3.7703447471876057
plus,TV,4,5.6301968672918745
TV,GB,2,2.763595066460208
GB,hard,4,2.4232679767036336
hard,drive,5,6.2278249323435615
drive,DVD,5,4.291743804950193
DVD,player,6,6.166534409761551
player,Windows,7,5.298541930297082
Windows,XP,7,3.744085135775886
XP,Home,4,3.148100655332325
Home,Anything,8,5.2480172806780345
Anything,else,8,9.078439515414363
else,You,4,3.5566035108599965
You,building,8,7.804445899329295
building,buy,6,3.1913508528233554
buy,software,8,9.455802684173657
software,want,6,5.255347630736847
want,install,6,4.064572876227845
install,tech,6,5.2000268708590776
tech,support,7,4.8720150392846975
support,Building,7,4.454819681336527
Building,machine,6,5.741459699709971
machine,easier,5,5.977085484111503
easier,used,4,3.549846668038855
used,need,2,2.280177292771512
need,read,2,2.9376273695311186
read,specifications,12,6.13194725666852
specifications,carefully,13,15.878158107945808
carefully,make,7,9.210375983267433
make,sure,3,3.549938799027545
sure,parts,4,2.0012879322226285
parts,work,4,2.504727241807036
work,together,7,4.183203665934206
together,Experienced,9,4.741449012849151
Experienced,keen,8,10.588564047237734
keen,PC,4,4.637090284481339
PC,users,5,4.886420188821859
users,Building,7,4.219474652727225
Building,PC,8,11.54976216395724
PC,upgrading,9,12.27062116702164
upgrading,one,8,11.241721203081195
one,great,4,3.1842131799996416
great,way,4,5.010221510691046
way,improve,7,10.432473972730415
improve,understanding,12,8.278279246089038
understanding,works,12,10.991401946164105
works,It,5,2.602409302492767
It,cheap,5,3.900397863786207
cheap,specify,6,8.97409008614152
specify,exactly,5,3.307235138388221
exactly,want,5,2.8232006490895962
want,get,3,3.519949470222235
get,thrill,6,6.571422666234845
thrill,putting,6,5.970803486540491
putting,together,7,5.981179928884014
together,And,8,8.597454645225259
And,bigger,6,5.387393679633618
bigger,thrill,6,8.422510144547235
thrill,everything,8,9.186711188018622
everything,works,9,8.251952610193262
works,Once,5,3.2244725220110526
Once,built,5,3.6856413889400916
built,wo,5,4.873923582794578
wo,able,4,4.354727609920275
able,much,4,2.2033769295994405
much,start,5,6.368356397511686
start,buying,6,4.375833637513612
buying,software,8,4.919832977494494
software,If,7,7.395298547514932
If,starts,6,6.644464106629411
starts,go,6,6.876594768781113
go,wrong,4,4.870649309519269
wrong,might,5,6.392122659571269
might,take,5,4.3170897253931955
take,lot,4,2.664568468738068
lot,fixing,6,4.53983427528882
fixing,As,6,4.081190622789595
As,Gavin,5,4.223856163980347
Gavin,Cox,5,7.299653507991845
Cox,excellent,9,10.900185206935205
excellent,website,8,8.182177069614355
website,put,6,5.976349662923224
put,It,2,1.460221639687561
It,tough,5,2.530163390588099
tough,PC,5,3.7534243660766755
PC,ever,4,3.60201971339085
ever,compact,7,5.908034413132361
compact,charming,7,6.7794704745324
charming,Mac,7,6.0579743706708875
Mac,mini,4,3.642864206117413
mini,edge,4,3.983677988479135
edge,barely,5,5.924645326576754
barely,today,5,3.0333808952776793
today,market,6,6.407696736497695
market,Mac,5,5.305375937627244
Mac,mini,4,3.139026987196986
mini,I,4,5.4355377352578085
I,believe,7,5.245544384397634
believe,hold,6,7.781275745587792
hold,even,4,5.44687703364851
even,pull,4,4.601275186323255
pull,tricks,6,8.890691022736648
tricks,says,5,5.085901179819838
says,Gavin,4,2.407322800159772
Gavin,Cox,5,4.676139460852737
Cox,The,3,4.124271638250883
The,good,4,2.5315904389357713
good,news,4,2.6572429259995536
news,machine,7,3.9565072961792853
machine,eminently,8,7.455066405977204
eminently,expandable,7,5.231712388177019
expandable,By,10,14.708398633444517
By,contrast,8,4.529909222945304
contrast,says,7,4.2468082340179745
says,Mr,4,5.232441479284652
Mr,Cox,3,4.10500548325464
Cox,Mac,3,3.010146844358969
Mac,mini,4,2.6912660911719675
mini,almost,5,4.73985468563806
almost,disposable,8,4.426139729470017
US,cyber,5,3.6448392274259147
cyber,security,7,10.113048850394783
security,chief,6,3.6337353920237714
chief,resigns,6,6.2991754863993465
resigns,The,7,9.629237843531849
The,man,3,3.5565591400703553
man,making,3,4.172033145020597
making,sure,6,7.698624175673803
sure,US,4,5.8899480597769385
US,computer,8,11.351087268098633
computer,networks,8,10.915191432106099
networks,safe,8,7.607472642445597
safe,secure,4,4.388887778595537
secure,resigned,6,8.24714816044253
resigned,year,7,8.884691236411086
year,post,4,5.02631977345591
post,Amit,3,4.085599236655285
Amit,Yoran,5,5.259664087713072
Yoran,director,7,7.86423855924826
director,National,8,9.848736161284933
National,Cyber,8,4.968307618384728
Cyber,Security,7,6.882590983278017
Security,Division,7,8.163242084934389
Division,within,5,3.372505695333398
within,US,6,7.698906958190724
US,Department,10,6.628563609972437
Department,Homeland,9,6.443426112823079
Homeland,Security,8,4.457713659960241
Security,created,7,10.380087020943227
created,following,9,7.213717984944991
following,attacks,9,9.143813996462725
attacks,The,7,6.627225235769287
The,division,8,11.589875755608562
division,tasked,7,6.301260972693283
tasked,improving,9,7.455560964412829
improving,US,9,6.834325681951428
US,defences,8,5.216291217755455
defences,malicious,8,6.657928309786719
malicious,hackers,6,6.868229053998939
hackers,viruses,6,6.187537879696718
viruses,threats,5,5.607252133036059
threats,Reports,5,4.722027420436237
Reports,suggest,7,9.74941852585462
suggest,left,5,4.080602135182291
left,division,8,4.412242613519758
division,given,5,3.9768545302529126
given,enough,6,3.852391653261703
enough,clout,4,4.388546049567358
clout,within,6,5.874610490673846
within,larger,6,8.98895712957842
larger,organisation,11,8.877018456821672
organisation,Mr,11,12.094077930707552
Mr,Yoran,4,4.79855651233138
Yoran,took,4,2.2671682076204873
took,post,3,3.53160411841659
post,September,8,5.909857411253331
September,first,9,7.208821902906963
first,task,4,2.267100480394763
task,get,4,3.7567093134919576
get,Cyber,4,4.245699721472511
Cyber,Security,7,3.6765973587882357
Security,Division,7,8.45542748913887
Division,running,7,7.961412569775525
running,The,7,7.041441864235915
The,organisation,12,7.217841729572308
organisation,staff,10,14.510539023074905
staff,people,6,3.4384385136789133
people,budget,6,5.08748175334002
budget,The,5,4.150562570112948
The,division,8,4.3795188740667275
division,charged,8,11.510294007875945
charged,thinking,7,8.028766181646226
thinking,carrying,5,7.220616223062495
carrying,action,6,4.001782758133983
action,make,6,4.543327501748745
make,US,4,4.28653109680451
US,networks,8,6.479851485663912
networks,impervious,8,8.820279462326248
impervious,attack,10,9.031020540702368
attack,disruption,9,10.528843068406639
disruption,viruses,7,7.9987052279256785
viruses,worms,5,7.101519654526705
worms,hack,5,6.905921488434973
hack,attacks,4,3.8656825847257297
attacks,become,7,5.979898809209681
become,commonplace,9,7.266402153654487
commonplace,In,10,10.257585420044316
In,last,4,4.272402213925165
last,months,5,2.859868058688941
months,Mr,6,8.60566642675481
Mr,Yoran,4,5.747077347031957
Yoran,oversaw,5,5.405966302949769
oversaw,creation,7,10.13682701535247
creation,cyber,7,6.816841896814966
cyber,alert,4,5.301226246062635
alert,system,6,4.303121094400531
system,sends,5,4.700436501961293
sends,warnings,6,6.055238084868438
warnings,big,6,7.055397547705006
big,hitting,5,5.459188317972231
hitting,viruses,6,4.318624843596048
viruses,net,6,3.774450457490617
net,attacks,6,5.588588903515283
attacks,occur,6,5.092747686630781
occur,The,5,3.9945522789083805
The,warnings,8,4.26330661798555
warnings,also,7,7.122300823202336
also,contained,8,6.437231255356073
contained,information,9,5.912331565509994
information,firms,8,5.174535722939734
firms,organisations,11,10.7616917676266
organisations,could,13,17.756769940208233
could,protect,6,3.742830646812762
protect,attacks,6,3.1357907262542715
attacks,The,7,3.6670997731551993
The,Cyber,4,3.8311574127877126
Cyber,Security,7,6.526585391399775
Security,Division,7,3.863475918561046
Division,also,6,7.945201401608749
also,audited,6,3.5217224673857452
audited,US,7,6.25657060036183
US,government,10,13.99100098220594
government,networks,9,12.993284336447484
networks,discover,7,8.841265056389481
discover,exactly,7,6.633784553088382
exactly,sitting,7,8.82183321306696
sitting,network,6,7.731891779846134
network,The,7,7.250085066029995
The,next,4,5.509850608477034
next,step,4,3.47082399067703
step,creation,7,8.288285637544746
creation,scanning,7,3.517869070051376
scanning,system,7,8.604340049699546
system,identify,7,6.589311108354517
identify,vulnerabilities,12,6.403042807551542
vulnerabilities,made,13,10.432034081260849
made,federal,5,3.331173961037522
federal,networks,6,5.104645837093919
networks,machines,7,4.421089021437877
machines,susceptible,9,12.494181512318486
susceptible,attack,10,14.369604402422349
attack,malicious,8,5.446953532502916
malicious,hackers,6,4.5659251870980135
hackers,virus,6,4.448678052617103
virus,writers,5,5.598594493096686
writers,Mr,6,4.356107502145139
Mr,Yoran,4,4.000712339754237
Yoran,division,7,10.144747970150076
division,also,6,5.047231805505878
also,work,4,2.604177343718714
work,identify,8,9.65558490143697
identify,networks,8,9.385194167846045
networks,machines,7,4.4591008154104195
machines,broken,7,4.88579461476708
broken,cyber,5,3.963420121208914
cyber,criminals,8,4.601955831051368
criminals,Despite,8,11.97357827754504
Despite,success,7,9.28315037735108
success,Mr,7,4.218297950132618
Mr,Yoran,4,4.632998204895018
Yoran,left,5,4.952604925288256
left,post,3,1.7790020228320376
post,abruptly,7,5.327166599687044
abruptly,end,8,11.870706982772534
end,last,4,5.640620001342304
last,week,4,3.2979608692832985
week,reportedly,8,5.480511831739372
reportedly,giving,10,14.59893701440118
giving,one,5,3.331898398494027
one,day,3,3.4006696522995874
day,notice,6,6.591668329923273
notice,bosses,5,5.224774921096341
bosses,Department,9,5.28505982500789
Department,Homeland,9,9.965658847003162
Homeland,Security,8,7.455471494503095
Security,Amit,6,7.371073956664154
Amit,Yoran,5,6.779171772258785
Yoran,valuable,7,4.25679711264053
valuable,contributor,10,14.328399198703512
contributor,cyber,8,5.030239518264579
cyber,security,7,9.276218800754645
security,issues,7,8.272414236783922
issues,past,5,4.347297087729224
past,year,4,4.32215046582369
year,appreciate,8,9.080096159298318
appreciate,efforts,9,7.9632240376047445
efforts,starting,7,4.8647314117209275
starting,department,6,7.097718854110385
department,cybersecurity,11,8.865017233235335
cybersecurity,program,11,7.549695790584783
program,said,7,7.541072851341304
said,Department,9,8.782478752003698
Department,Homeland,9,10.864935619798075
Homeland,Security,8,6.613455346846903
Security,spokeswoman,10,13.908042086768646
spokeswoman,Some,9,5.506136680395825
Some,reports,6,6.629087705521019
reports,suggested,8,7.009204397335061
suggested,Mr,9,5.3392802135636295
Mr,Yoran,4,5.092098660453626
Yoran,felt,5,6.530089374588808
felt,frustrated,8,9.385655748122549
frustrated,lack,9,5.937713927492224
lack,prominence,9,6.395670924444186
prominence,given,7,6.888616096521405
given,work,5,2.5224974387348595
work,protect,6,3.3112189156104557
protect,threats,6,5.396504641707319
threats,wider,6,8.69155358068955
wider,homeland,7,8.362337047977153
homeland,organisation,11,13.418559859659602
organisation,An,11,13.345165910983466
An,attempt,7,4.573391882775358
attempt,US,7,3.886962227240951
US,politicians,11,10.479607804633298
politicians,pass,8,5.231649455318609
pass,law,3,3.406322012231895
law,promote,7,5.061878916990154
promote,Mr,6,6.95299340436289
Mr,Yoran,4,2.232094351887624
Yoran,raise,5,6.245732683938055
raise,profile,4,4.272166994885703
profile,department,8,10.054115223748969
department,work,9,12.779188326785153
work,mired,4,4.295782504564843
mired,Congress,6,7.441005525930508
Losing,online,4,5.123656180892757
online,gaming,4,2.303747797568125
gaming,Online,4,2.5618154236141955
Online,role,4,2.747568245271639
role,playing,7,4.793455404315056
playing,games,6,4.5508286781393785
games,enthralling,10,14.325352853732078
enthralling,flights,11,13.07757354812158
flights,reality,6,4.075564371745689
reality,But,6,8.210582233516377
But,people,6,8.492941223080223
people,taking,6,6.601926704256971
taking,fantasy,6,4.995115744550277
fantasy,lives,6,7.315128706844352
lives,seriously,7,7.58365367377848
seriously,When,9,13.305896925164191
When,video,4,2.9651739445621303
video,game,4,4.937933578475452
game,World,5,3.5758077129033303
World,Warcraft,6,8.581787599372802
Warcraft,hit,7,4.131775092199419
hit,shops,4,5.569235694726299
shops,Europe,4,4.321428375472684
Europe,last,6,5.979022663361282
last,week,4,3.5389415289865838
week,fans,4,2.6862748061687416
fans,wrote,5,4.355395612957935
